|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   1.0000000000000000     
   15000.090000000000     
         101
T(K)    
   200.00000000000000     
   40.000000000000000     
         101
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  555004.        4040.00        4591.14       0.218092E-004  0.292351E-006  0.385390E+007  0.163246E+007   9.16200        11.4609        5.96294        3315.22       0.401041E+007   1326.50        2.16090     
  570004.        4040.00        4611.15       0.214465E-004  0.287390E-006  0.391131E+007  0.165536E+007   9.20993        11.5190        5.99158        3308.16       0.430789E+007   1323.45        2.15152     
  585005.        4040.00        4630.91       0.210982E-004  0.282619E-006  0.396848E+007  0.167801E+007   9.25718        11.5762        6.01956        3301.24       0.460456E+007   1320.55        2.14234     
  600005.        4040.00        4650.42       0.207633E-004  0.278024E-006  0.402544E+007  0.170043E+007   9.30380        11.6325        6.04690        3294.47       0.490042E+007   1317.76        2.13335     
  615005.        4040.00        4669.71       0.204411E-004  0.273597E-006  0.408218E+007  0.172261E+007   9.34978        11.6878        6.07364        3287.83       0.519547E+007   1315.08        2.12454     
  630005.        4040.00        4688.76       0.201308E-004  0.269327E-006  0.413872E+007  0.174457E+007   9.39516        11.7422        6.09980        3281.31       0.548972E+007   1312.51        2.11591     
  645005.        4040.00        4707.60       0.198317E-004  0.265207E-006  0.419507E+007  0.176632E+007   9.43995        11.7958        6.12540        3274.92       0.578318E+007   1310.04        2.10744     
  660005.        4040.00        4726.23       0.195432E-004  0.261226E-006  0.425122E+007  0.178785E+007   9.48417        11.8485        6.15047        3268.65       0.607585E+007   1307.67        2.09914     
  675005.        4040.00        4744.65       0.192647E-004  0.257379E-006  0.430719E+007  0.180918E+007   9.52785        11.9005        6.17503        3262.49       0.636774E+007   1305.39        2.09099     
  690005.        4040.00        4762.88       0.189956E-004  0.253657E-006  0.436298E+007  0.183031E+007   9.57100        11.9517        6.19909        3256.45       0.665885E+007   1303.19        2.08298     
  705005.        4040.00        4780.91       0.187354E-004  0.250055E-006  0.441861E+007  0.185125E+007   9.61363        12.0021        6.22269        3250.51       0.694919E+007   1301.07        2.07513     
  720005.        4040.00        4798.75       0.184837E-004  0.246567E-006  0.447406E+007  0.187201E+007   9.65577        12.0519        6.24582        3244.67       0.723876E+007   1299.02        2.06741     
  735005.        4040.00        4816.42       0.182401E-004  0.243186E-006  0.452936E+007  0.189258E+007   9.69742        12.1009        6.26852        3238.93       0.752758E+007   1297.04        2.05983     
  750006.        4040.00        4833.90       0.180041E-004  0.239907E-006  0.458450E+007  0.191298E+007   9.73861        12.1493        6.29080        3233.28       0.781564E+007   1295.14        2.05238     
  765006.        4040.00        4851.22       0.177754E-004  0.236726E-006  0.463948E+007  0.193320E+007   9.77933        12.1971        6.31267        3227.73       0.810296E+007   1293.29        2.04505     
  780006.        4040.00        4868.37       0.175536E-004  0.233639E-006  0.469432E+007  0.195325E+007   9.81962        12.2442        6.33414        3222.27       0.838955E+007   1291.51        2.03785     
  795006.        4040.00        4885.36       0.173383E-004  0.230640E-006  0.474902E+007  0.197314E+007   9.85947        12.2907        6.35523        3216.89       0.867539E+007   1289.78        2.03076     
  810006.        4040.00        4902.18       0.171294E-004  0.227726E-006  0.480358E+007  0.199287E+007   9.89891        12.3366        6.37595        3211.59       0.896052E+007   1288.11        2.02379     
  825006.        4040.00        4918.86       0.169264E-004  0.224893E-006  0.485800E+007  0.201245E+007   9.93794        12.3820        6.39632        3206.38       0.924492E+007   1286.48        2.01693     
  840006.        4040.00        4935.38       0.167291E-004  0.222137E-006  0.491229E+007  0.203187E+007   9.97658        12.4268        6.41634        3201.24       0.952861E+007   1284.91        2.01018     
  855006.        4040.00        4951.76       0.165373E-004  0.219455E-006  0.496645E+007  0.205114E+007   10.0148        12.4710        6.43603        3196.18       0.981160E+007   1283.39        2.00353     
  870006.        4040.00        4968.00       0.163508E-004  0.216845E-006  0.502049E+007  0.207027E+007   10.0527        12.5148        6.45540        3191.20       0.100939E+008   1281.91        1.99698     
  885006.        4040.00        4984.09       0.161692E-004  0.214303E-006  0.507441E+007  0.208925E+007   10.0902        12.5580        6.47444        3186.28       0.103755E+008   1280.47        1.99053     
  900006.        4040.00        5000.06       0.159924E-004  0.211825E-006  0.512820E+007  0.210810E+007   10.1273        12.6007        6.49319        3181.44       0.106564E+008   1279.07        1.98418     
  915006.        4040.00        5015.88       0.158203E-004  0.209411E-006  0.518188E+007  0.212681E+007   10.1641        12.6430        6.51164        3176.66       0.109366E+008   1277.72        1.97792     
  930007.        4040.00        5031.58       0.156525E-004  0.207057E-006  0.523545E+007  0.214538E+007   10.2006        12.6848        6.52980        3171.95       0.112161E+008   1276.40        1.97175     
  945007.        4040.00        5047.15       0.154890E-004  0.204760E-006  0.528891E+007  0.216383E+007   10.2367        12.7261        6.54769        3167.30       0.114950E+008   1275.11        1.96566     
  960007.        4040.00        5062.60       0.153295E-004  0.202520E-006  0.534226E+007  0.218214E+007   10.2725        12.7669        6.56530        3162.71       0.117732E+008   1273.86        1.95966     
  975007.        4040.00        5077.93       0.151739E-004  0.200332E-006  0.539550E+007  0.220033E+007   10.3080        12.8074        6.58264        3158.19       0.120508E+008   1272.65        1.95375     
  990007.        4040.00        5093.14       0.150221E-004  0.198197E-006  0.544864E+007  0.221839E+007   10.3431        12.8474        6.59974        3153.72       0.123277E+008   1271.46        1.94792     
 0.100501E+007   4040.00        5108.23       0.148739E-004  0.196111E-006  0.550168E+007  0.223633E+007   10.3780        12.8870        6.61658        3149.31       0.126040E+008   1270.31        1.94216     
 0.102001E+007   4040.00        5123.21       0.147292E-004  0.194072E-006  0.555462E+007  0.225416E+007   10.4125        12.9262        6.63317        3144.95       0.128796E+008   1269.18        1.93648     
 0.103501E+007   4040.00        5138.07       0.145878E-004  0.192080E-006  0.560746E+007  0.227186E+007   10.4468        12.9650        6.64953        3140.65       0.131546E+008   1268.08        1.93088     
 0.105001E+007   4040.00        5152.83       0.144497E-004  0.190133E-006  0.566021E+007  0.228946E+007   10.4808        13.0034        6.66566        3136.40       0.134289E+008   1267.01        1.92535     
 0.106501E+007   4040.00        5167.48       0.143147E-004  0.188228E-006  0.571286E+007  0.230693E+007   10.5145        13.0414        6.68156        3132.20       0.137027E+008   1265.97        1.91989     
 0.108001E+007   4040.00        5182.03       0.141827E-004  0.186365E-006  0.576542E+007  0.232430E+007   10.5479        13.0791        6.69725        3128.06       0.139758E+008   1264.95        1.91450     
 0.109501E+007   4040.00        5196.48       0.140535E-004  0.184542E-006  0.581789E+007  0.234156E+007   10.5810        13.1164        6.71271        3123.96       0.142483E+008   1263.95        1.90918     
 0.111001E+007   4040.00        5210.82       0.139272E-004  0.182758E-006  0.587028E+007  0.235871E+007   10.6139        13.1533        6.72797        3119.91       0.145202E+008   1262.98        1.90392     
 0.112501E+007   4040.00        5225.07       0.138036E-004  0.181011E-006  0.592258E+007  0.237575E+007   10.6466        13.1899        6.74303        3115.91       0.147915E+008   1262.03        1.89873     
 0.114001E+007   4040.00        5239.21       0.136826E-004  0.179300E-006  0.597479E+007  0.239269E+007   10.6789        13.2262        6.75788        3111.95       0.150622E+008   1261.10        1.89360     
 0.115501E+007   4040.00        5253.27       0.135641E-004  0.177624E-006  0.602692E+007  0.240953E+007   10.7111        13.2621        6.77254        3108.03       0.153323E+008   1260.19        1.88854     
 0.117001E+007   4040.00        5267.23       0.134480E-004  0.175983E-006  0.607897E+007  0.242627E+007   10.7430        13.2977        6.78700        3104.16       0.156018E+008   1259.30        1.88353     
 0.118501E+007   4040.00        5281.10       0.133344E-004  0.174374E-006  0.613094E+007  0.244290E+007   10.7746        13.3330        6.80129        3100.34       0.158707E+008   1258.43        1.87859     
 0.120001E+007   4040.00        5294.88       0.132230E-004  0.172796E-006  0.618284E+007  0.245945E+007   10.8060        13.3680        6.81539        3096.55       0.161391E+008   1257.58        1.87370     
 0.121501E+007   4040.00        5308.57       0.131138E-004  0.171251E-006  0.623464E+007  0.247589E+007   10.8372        13.4026        6.82931        3092.81       0.164069E+008   1256.75        1.86886     
 0.123001E+007   4040.00        5322.18       0.130068E-004  0.169734E-006  0.628638E+007  0.249224E+007   10.8682        13.4370        6.84306        3089.10       0.166741E+008   1255.94        1.86409     
 0.124501E+007   4040.00        5335.70       0.129019E-004  0.168247E-006  0.633804E+007  0.250850E+007   10.8989        13.4711        6.85664        3085.43       0.169408E+008   1255.14        1.85936     
 0.126001E+007   4040.00        5349.13       0.127989E-004  0.166788E-006  0.638963E+007  0.252466E+007   10.9294        13.5049        6.87004        3081.81       0.172069E+008   1254.36        1.85469     
 0.127501E+007   4040.00        5362.49       0.126980E-004  0.165357E-006  0.644114E+007  0.254073E+007   10.9597        13.5384        6.88329        3078.21       0.174725E+008   1253.60        1.85007     
 0.129001E+007   4040.00        5380.18       0.128646E-004  0.165001E-006  0.646597E+007  0.257320E+007   10.9627        13.5629        6.91574        3074.02       0.177348E+008   1255.72        1.84399     
 0.130501E+007   4040.00        5400.73       0.132134E-004  0.165374E-006  0.647183E+007  0.261976E+007   10.9468        13.5834        6.96474        3068.99       0.179928E+008   1259.79        1.83697     
 0.132001E+007   4040.00        5422.67       0.136537E-004  0.166112E-006  0.646744E+007  0.267630E+007   10.9209        13.6041        7.02523        3063.13       0.182463E+008   1264.81        1.82954     
 0.133501E+007   4040.00        5446.79       0.142370E-004  0.167413E-006  0.644739E+007  0.274832E+007   10.8798        13.6252        7.10336        3056.04       0.184937E+008   1271.31        1.82144     
 0.135001E+007   4040.00        5472.75       0.149233E-004  0.169115E-006  0.641548E+007  0.283430E+007   10.8271        13.6484        7.19648        3047.76       0.187350E+008   1278.85        1.81280     
 0.136501E+007   4040.00        5488.37       0.149169E-004  0.168129E-006  0.645327E+007  0.286413E+007   10.8435        13.6807        7.22395        3043.02       0.189895E+008   1278.99        1.80764     
 0.138001E+007   4040.00        5502.25       0.148009E-004  0.166734E-006  0.650236E+007  0.288418E+007   10.8709        13.7138        7.24004        3038.95       0.192461E+008   1277.97        1.80308     
 0.139501E+007   4040.00        5516.05       0.146871E-004  0.165364E-006  0.655137E+007  0.290412E+007   10.8981        13.7465        7.25594        3034.93       0.195021E+008   1276.96        1.79857     
 0.141001E+007   4040.00        5529.77       0.145753E-004  0.164019E-006  0.660032E+007  0.292398E+007   10.9252        13.7791        7.27167        3030.94       0.197576E+008   1275.98        1.79411     
 0.142501E+007   4040.00        5543.41       0.144655E-004  0.162697E-006  0.664921E+007  0.294376E+007   10.9521        13.8113        7.28723        3026.99       0.200126E+008   1275.01        1.78969     
 0.144001E+007   4040.00        5556.98       0.143577E-004  0.161399E-006  0.669801E+007  0.296343E+007   10.9788        13.8433        7.30260        3023.08       0.202670E+008   1274.06        1.78532     
 0.145501E+007   4040.00        5570.48       0.142518E-004  0.160123E-006  0.674676E+007  0.298302E+007   11.0053        13.8750        7.31782        3019.21       0.205210E+008   1273.14        1.78100     
 0.147001E+007   4040.00        5583.91       0.141478E-004  0.158869E-006  0.679545E+007  0.300252E+007   11.0316        13.9065        7.33286        3015.37       0.207744E+008   1272.22        1.77671     
 0.148501E+007   4040.00        5597.26       0.140455E-004  0.157637E-006  0.684406E+007  0.302192E+007   11.0578        13.9377        7.34774        3011.57       0.210274E+008   1271.32        1.77247     
 0.150001E+007   4040.00        5610.55       0.139450E-004  0.156425E-006  0.689262E+007  0.304124E+007   11.0838        13.9687        7.36246        3007.80       0.212798E+008   1270.44        1.76828     
  1.00000        4080.00        268.344       0.162526E-004  0.464269E-006            NaN            NaN            NaN            NaN            NaN   3321.20      -0.708407E+007   1911.70        36.9712     
  15001.1        4080.00       0.289140E-001  0.100976E-008  0.260574E-010            NaN            NaN            NaN            NaN            NaN   3254.74      -0.178028E+007   1586.92        343121.     
  30001.2        4080.00        3001.30       0.426287E-003  0.679171E-005   598928.        335583.        4.46717        5.90458        3.34384        3784.20      -0.728083E+007   4951.34        3.30557     
  45001.3        4080.00        2942.41       0.123611E-003  0.270162E-005   621987.        298556.        4.59769        5.88792        3.18538        3757.12      -0.712733E+007   1976.25        3.37173     
  60001.4        4080.00        3044.24       0.939394E-004  0.199229E-005   756709.        351976.        4.98569        6.34611        3.40030        3727.39      -0.674625E+007   1798.22        3.25894     
  75001.4        4080.00        3135.17       0.689675E-004  0.152764E-005   880954.        391437.        5.30086        6.68926        3.53346        3693.22      -0.642135E+007   1601.37        3.16443     
  90001.5        4080.00        3159.87       0.646022E-004  0.149451E-005   879694.        391593.        5.27632        6.66057        3.52033        3680.74      -0.605788E+007   1552.48        3.13968     
  105002.        4080.00        3256.38       0.563801E-004  0.124345E-005  0.104040E+007   470902.        5.65240        7.15757        3.80275        3692.05      -0.556454E+007   1528.67        3.04664     
  120002.        4080.00        3378.83       0.453534E-004  0.100054E-005  0.124083E+007   532119.        6.05999        7.59747        3.96845        3662.96      -0.522100E+007   1446.64        2.93622     
  135002.        4080.00        3472.03       0.391437E-004  0.856541E-006  0.140723E+007   583061.        6.36636        7.93230        4.09794        3640.25      -0.487510E+007   1403.57        2.85741     
  150002.        4080.00        3556.91       0.349426E-004  0.753814E-006  0.156351E+007   633402.        6.63001        8.22803        4.21991        3621.26      -0.452599E+007   1375.76        2.78922     
  165002.        4080.00        3641.25       0.317736E-004  0.671232E-006  0.172301E+007   685902.        6.87889        8.51088        4.34016        3604.43      -0.418268E+007   1355.72        2.72462     
  180002.        4080.00        3677.13       0.298440E-004  0.637004E-006  0.179370E+007   709425.        6.98427        8.63156        4.39237        3591.81      -0.382427E+007   1341.56        2.69803     
  195002.        4080.00        3711.60       0.282083E-004  0.607341E-006  0.186277E+007   731988.        7.08433        8.74547        4.44091        3580.02      -0.346634E+007   1329.85        2.67297     
  210002.        4080.00        3744.82       0.267930E-004  0.581189E-006  0.193047E+007   753749.        7.17986        8.85367        4.48640        3568.95      -0.310917E+007   1319.92        2.64926     
  225002.        4080.00        3776.95       0.255493E-004  0.557837E-006  0.199702E+007   774816.        7.27145        8.95692        4.52928        3558.51      -0.275293E+007   1311.37        2.62673     
  240002.        4080.00        3815.18       0.256679E-004  0.539024E-006  0.207628E+007   800136.        7.37710        9.07661        4.57957        3553.40      -0.237849E+007   1320.87        2.60040     
  255003.        4080.00        3898.83       0.327231E-004  0.532602E-006  0.224364E+007   861552.        7.58594        9.32792        4.70082        3572.23      -0.191303E+007   1423.08        2.54461     
  270003.        4080.00        3940.57       0.328031E-004  0.515381E-006  0.232771E+007   886461.        7.68573        9.43741        4.74297        3566.67      -0.155236E+007   1429.07        2.51766     
  285003.        4080.00        4021.39       0.380861E-004  0.506312E-006  0.248940E+007   962983.        7.86791        9.68672        4.89351        3572.24      -0.115618E+007   1501.23        2.46705     
  300003.        4080.00        4060.33       0.377223E-004  0.490654E-006  0.256757E+007   994903.        7.95208        9.79318        4.95005        3563.05       -822466.        1499.50        2.44340     
  315003.        4080.00        4115.35       0.391721E-004  0.478072E-006  0.267565E+007  0.104697E+007   8.06327        9.94670        5.04386        3556.84       -481403.        1519.93        2.41073     
  330003.        4080.00        4178.22       0.407431E-004  0.465843E-006  0.279103E+007  0.110231E+007   8.17310        10.0983        5.13636        3551.76       -141176.        1540.98        2.37446     
  345003.        4080.00        4207.09       0.395045E-004  0.452061E-006  0.285108E+007  0.113950E+007   8.23216        10.1923        5.20436        3537.44        158157.        1527.36        2.35816     
  360003.        4080.00        4235.31       0.383531E-004  0.439216E-006  0.291067E+007  0.117564E+007   8.28999        10.2827        5.26859        3523.65        457231.        1514.78        2.34245     
  375003.        4080.00        4262.92       0.372793E-004  0.427205E-006  0.296985E+007  0.121088E+007   8.34667        10.3702        5.32963        3510.33        755926.        1503.13        2.32728     
  390003.        4080.00        4289.97       0.362744E-004  0.415940E-006  0.302865E+007  0.124537E+007   8.40229        10.4549        5.38793        3497.46       0.105414E+007   1492.26        2.31260     
  405003.        4080.00        4323.41       0.341354E-004  0.398759E-006  0.311027E+007  0.129647E+007   8.48175        10.5794        5.47606        3474.00       0.130693E+007   1466.56        2.29472     
  420004.        4080.00        4374.07       0.291246E-004  0.366375E-006  0.325367E+007  0.137564E+007   8.62469        10.7851        5.60803        3425.96       0.145602E+007   1404.01        2.26814     
  435004.        4080.00        4416.27       0.254812E-004  0.342089E-006  0.337752E+007  0.142973E+007   8.74523        10.9382        5.68983        3391.24       0.165531E+007   1359.68        2.24647     
  450004.        4080.00        4438.75       0.249524E-004  0.334967E-006  0.343725E+007  0.145509E+007   8.79985        11.0066        5.72551        3382.69       0.195920E+007   1355.06        2.23509     
  465004.        4080.00        4460.88       0.244498E-004  0.328185E-006  0.349665E+007  0.148010E+007   8.85352        11.0736        5.76016        3374.35       0.226228E+007   1350.69        2.22400     
  480004.        4080.00        4482.68       0.239715E-004  0.321716E-006  0.355573E+007  0.150478E+007   8.90627        11.1391        5.79385        3366.22       0.256455E+007   1346.55        2.21318     
  495004.        4080.00        4504.16       0.235156E-004  0.315538E-006  0.361451E+007  0.152914E+007   8.95814        11.2033        5.82662        3358.29       0.286599E+007   1342.61        2.20263     
  510004.        4080.00        4525.33       0.230804E-004  0.309630E-006  0.367300E+007  0.155320E+007   9.00918        11.2663        5.85853        3350.54       0.316661E+007   1338.87        2.19232     
  525004.        4080.00        4546.21       0.226644E-004  0.303972E-006  0.373122E+007  0.157697E+007   9.05942        11.3280        5.88962        3342.96       0.346642E+007   1335.31        2.18226     
  540004.        4080.00        4566.80       0.222663E-004  0.298548E-006  0.378916E+007  0.160046E+007   9.10889        11.3886        5.91993        3335.56       0.376541E+007   1331.91        2.17242     
  555004.        4080.00        4587.12       0.218849E-004  0.293342E-006  0.384686E+007  0.162368E+007   9.15763        11.4480        5.94950        3328.31       0.406358E+007   1328.67        2.16279     
  570004.        4080.00        4607.18       0.215191E-004  0.288341E-006  0.390432E+007  0.164664E+007   9.20566        11.5065        5.97836        3321.22       0.436093E+007   1325.57        2.15338     
  585005.        4080.00        4626.99       0.211679E-004  0.283532E-006  0.396154E+007  0.166936E+007   9.25301        11.5639        6.00655        3314.28       0.465748E+007   1322.61        2.14416     
  600005.        4080.00        4646.55       0.208303E-004  0.278903E-006  0.401855E+007  0.169183E+007   9.29970        11.6203        6.03410        3307.48       0.495322E+007   1319.77        2.13513     
  615005.        4080.00        4665.88       0.205055E-004  0.274442E-006  0.407535E+007  0.171407E+007   9.34578        11.6758        6.06104        3300.81       0.524817E+007   1317.04        2.12629     
  630005.        4080.00        4684.98       0.201928E-004  0.270142E-006  0.413192E+007  0.173608E+007   9.39122        11.7304        6.08738        3294.27       0.554232E+007   1314.43        2.11762     
  645005.        4080.00        4703.86       0.198915E-004  0.265992E-006  0.418831E+007  0.175787E+007   9.43609        11.7842        6.11317        3287.86       0.583568E+007   1311.92        2.10912     
  660005.        4080.00        4722.52       0.196009E-004  0.261984E-006  0.424450E+007  0.177945E+007   9.48039        11.8371        6.13842        3281.56       0.612826E+007   1309.51        2.10078     
  675005.        4080.00        4740.99       0.193203E-004  0.258110E-006  0.430051E+007  0.180083E+007   9.52413        11.8893        6.16314        3275.38       0.642005E+007   1307.18        2.09260     
  690005.        4080.00        4759.25       0.190493E-004  0.254365E-006  0.435633E+007  0.182201E+007   9.56734        11.9406        6.18737        3269.31       0.671107E+007   1304.95        2.08457     
  705005.        4080.00        4777.31       0.187874E-004  0.250739E-006  0.441199E+007  0.184300E+007   9.61005        11.9913        6.21112        3263.35       0.700133E+007   1302.79        2.07669     
  720005.        4080.00        4795.19       0.185340E-004  0.247228E-006  0.446748E+007  0.186379E+007   9.65225        12.0412        6.23441        3257.49       0.729082E+007   1300.71        2.06895     
  735005.        4080.00        4812.89       0.182888E-004  0.243826E-006  0.452281E+007  0.188440E+007   9.69396        12.0904        6.25726        3251.73       0.757956E+007   1298.70        2.06134     
  750006.        4080.00        4830.41       0.180513E-004  0.240528E-006  0.457798E+007  0.190484E+007   9.73520        12.1389        6.27967        3246.07       0.786755E+007   1296.76        2.05386     
  765006.        4080.00        4847.76       0.178211E-004  0.237328E-006  0.463300E+007  0.192510E+007   9.77599        12.1868        6.30168        3240.50       0.815480E+007   1294.88        2.04651     
  780006.        4080.00        4864.94       0.175979E-004  0.234222E-006  0.468787E+007  0.194519E+007   9.81633        12.2341        6.32328        3235.01       0.844131E+007   1293.07        2.03929     
  795006.        4080.00        4881.96       0.173813E-004  0.231206E-006  0.474260E+007  0.196512E+007   9.85624        12.2807        6.34451        3229.62       0.872709E+007   1291.31        2.03218     
  810006.        4080.00        4898.81       0.171711E-004  0.228275E-006  0.479718E+007  0.198489E+007   9.89573        12.3268        6.36535        3224.31       0.901215E+007   1289.61        2.02518     
  825006.        4080.00        4915.52       0.169669E-004  0.225427E-006  0.485163E+007  0.200450E+007   9.93480        12.3722        6.38584        3219.08       0.929648E+007   1287.96        2.01830     
  840006.        4080.00        4932.07       0.167686E-004  0.222656E-006  0.490595E+007  0.202395E+007   9.97349        12.4172        6.40598        3213.93       0.958012E+007   1286.37        2.01153     
  855006.        4080.00        4948.48       0.165757E-004  0.219960E-006  0.496014E+007  0.204326E+007   10.0118        12.4615        6.42579        3208.85       0.986304E+007   1284.82        2.00486     
  870006.        4080.00        4964.74       0.163881E-004  0.217336E-006  0.501420E+007  0.206242E+007   10.0497        12.5054        6.44526        3203.85       0.101453E+008   1283.32        1.99829     
  885006.        4080.00        4980.86       0.162055E-004  0.214780E-006  0.506815E+007  0.208144E+007   10.0872        12.5487        6.46442        3198.92       0.104268E+008   1281.86        1.99182     
  900006.        4080.00        4996.84       0.160278E-004  0.212290E-006  0.512197E+007  0.210031E+007   10.1244        12.5916        6.48327        3194.07       0.107076E+008   1280.44        1.98545     
  915006.        4080.00        5012.70       0.158547E-004  0.209864E-006  0.517567E+007  0.211905E+007   10.1613        12.6339        6.50182        3189.28       0.109878E+008   1279.06        1.97917     
  930007.        4080.00        5028.42       0.156861E-004  0.207498E-006  0.522926E+007  0.213765E+007   10.1978        12.6758        6.52008        3184.55       0.112673E+008   1277.73        1.97299     
  945007.        4080.00        5044.01       0.155217E-004  0.205191E-006  0.528274E+007  0.215612E+007   10.2339        12.7172        6.53806        3179.89       0.115461E+008   1276.42        1.96689     
  960007.        4080.00        5059.48       0.153614E-004  0.202939E-006  0.533611E+007  0.217446E+007   10.2697        12.7582        6.55576        3175.29       0.118243E+008   1275.15        1.96087     
  975007.        4080.00        5074.83       0.152051E-004  0.200742E-006  0.538937E+007  0.219268E+007   10.3052        12.7987        6.57320        3170.75       0.121018E+008   1273.92        1.95494     
  990007.        4080.00        5090.06       0.150526E-004  0.198596E-006  0.544253E+007  0.221077E+007   10.3404        12.8388        6.59038        3166.27       0.123787E+008   1272.72        1.94909     
 0.100501E+007   4080.00        5105.18       0.149036E-004  0.196501E-006  0.549559E+007  0.222874E+007   10.3753        12.8785        6.60730        3161.85       0.126549E+008   1271.55        1.94332     
 0.102001E+007   4080.00        5120.17       0.147582E-004  0.194453E-006  0.554855E+007  0.224659E+007   10.4099        12.9178        6.62399        3157.48       0.129305E+008   1270.41        1.93763     
 0.103501E+007   4080.00        5135.06       0.146162E-004  0.192452E-006  0.560141E+007  0.226432E+007   10.4442        12.9567        6.64043        3153.17       0.132054E+008   1269.29        1.93201     
 0.105001E+007   4080.00        5149.84       0.144774E-004  0.190496E-006  0.565418E+007  0.228194E+007   10.4782        12.9952        6.65664        3148.91       0.134797E+008   1268.21        1.92647     
 0.106501E+007   4080.00        5164.51       0.143418E-004  0.188583E-006  0.570685E+007  0.229944E+007   10.5120        13.0333        6.67263        3144.71       0.137534E+008   1267.15        1.92100     
 0.108001E+007   4080.00        5179.08       0.142092E-004  0.186712E-006  0.575943E+007  0.231683E+007   10.5454        13.0710        6.68838        3140.55       0.140265E+008   1266.11        1.91559     
 0.109501E+007   4080.00        5193.54       0.140795E-004  0.184882E-006  0.581192E+007  0.233411E+007   10.5786        13.1084        6.70392        3136.44       0.142989E+008   1265.10        1.91026     
 0.111001E+007   4080.00        5207.90       0.139526E-004  0.183090E-006  0.586432E+007  0.235128E+007   10.6115        13.1454        6.71925        3132.38       0.145708E+008   1264.12        1.90499     
 0.112501E+007   4080.00        5222.17       0.138285E-004  0.181336E-006  0.591664E+007  0.236835E+007   10.6442        13.1821        6.73438        3128.37       0.148421E+008   1263.15        1.89979     
 0.114001E+007   4080.00        5236.33       0.137069E-004  0.179618E-006  0.596887E+007  0.238531E+007   10.6766        13.2184        6.74931        3124.40       0.151127E+008   1262.21        1.89465     
 0.115501E+007   4080.00        5250.40       0.135880E-004  0.177936E-006  0.602102E+007  0.240217E+007   10.7087        13.2544        6.76404        3120.48       0.153828E+008   1261.29        1.88957     
 0.117001E+007   4080.00        5264.38       0.134714E-004  0.176288E-006  0.607308E+007  0.241893E+007   10.7407        13.2901        6.77857        3116.60       0.156523E+008   1260.39        1.88455     
 0.118501E+007   4080.00        5278.27       0.133573E-004  0.174673E-006  0.612506E+007  0.243559E+007   10.7723        13.3255        6.79292        3112.77       0.159212E+008   1259.51        1.87959     
 0.120001E+007   4080.00        5292.06       0.132455E-004  0.173090E-006  0.617697E+007  0.245215E+007   10.8038        13.3605        6.80709        3108.97       0.161896E+008   1258.65        1.87469     
 0.121501E+007   4080.00        5305.77       0.131359E-004  0.171538E-006  0.622880E+007  0.246862E+007   10.8350        13.3953        6.82107        3105.22       0.164573E+008   1257.81        1.86985     
 0.123001E+007   4080.00        5319.39       0.130284E-004  0.170016E-006  0.628055E+007  0.248498E+007   10.8660        13.4297        6.83488        3101.51       0.167245E+008   1256.98        1.86506     
 0.124501E+007   4080.00        5332.93       0.129231E-004  0.168523E-006  0.633222E+007  0.250125E+007   10.8967        13.4638        6.84851        3097.83       0.169911E+008   1256.17        1.86033     
 0.126001E+007   4080.00        5346.38       0.128198E-004  0.167059E-006  0.638383E+007  0.251744E+007   10.9272        13.4977        6.86198        3094.20       0.172572E+008   1255.38        1.85565     
 0.127501E+007   4080.00        5359.75       0.127184E-004  0.165622E-006  0.643536E+007  0.253353E+007   10.9576        13.5312        6.87529        3090.60       0.175228E+008   1254.61        1.85102     
 0.129001E+007   4080.00        5376.82       0.128545E-004  0.165145E-006  0.646332E+007  0.256426E+007   10.9639        13.5571        6.90586        3086.48       0.177854E+008   1256.42        1.84514     
 0.130501E+007   4080.00        5396.63       0.131549E-004  0.165330E-006  0.647416E+007  0.260706E+007   10.9529        13.5786        6.95048        3081.70       0.180444E+008   1260.01        1.83837     
 0.132001E+007   4080.00        5421.43       0.138746E-004  0.167171E-006  0.644211E+007  0.268692E+007   10.9008        13.5981        7.03997        3074.14       0.182921E+008   1268.13        1.82996     
 0.133501E+007   4080.00        5441.09       0.140887E-004  0.167028E-006  0.645928E+007  0.272752E+007   10.8955        13.6217        7.08013        3069.43       0.185481E+008   1270.70        1.82335     
 0.135001E+007   4080.00        5465.59       0.146911E-004  0.168412E-006  0.643621E+007  0.280532E+007   10.8517        13.6453        7.16428        3061.81       0.187921E+008   1277.43        1.81517     
 0.136501E+007   4080.00        5485.09       0.149456E-004  0.168442E-006  0.644749E+007  0.285750E+007   10.8418        13.6750        7.21773        3055.64       0.190408E+008   1280.37        1.80872     
 0.138001E+007   4080.00        5498.98       0.148291E-004  0.167041E-006  0.649659E+007  0.287757E+007   10.8693        13.7082        7.23389        3051.56       0.192973E+008   1279.33        1.80415     
 0.139501E+007   4080.00        5512.80       0.147147E-004  0.165665E-006  0.654560E+007  0.289753E+007   10.8965        13.7410        7.24983        3047.53       0.195532E+008   1278.32        1.79963     
