|6.6.6
/home/bob/software/Perple_X/example_23/in23_1.tab                                                   
           2
P(bar)  
   1.0000000000000000     
   999.99599999999998     
         251
T(K)    
   1400.0000000000000     
   100.00000000000000     
           7
          12
rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  3345.228      0.3289209E-04  0.8796460E-06   1206009.       666598.6       6.004300       7.913328       4.463950       2485.980     -0.1085786E+08   1228.680       151.5304    
  3348.164      0.3269165E-04  0.8751887E-06   1211453.       668090.4       6.015197       7.923878       4.466982       2485.000     -0.1082954E+08   1228.185       151.3975    
  3351.088      0.3249409E-04  0.8707923E-06   1216882.       669577.4       6.026031       7.934370       4.469999       2484.027     -0.1080125E+08   1227.698       151.2654    
  3354.000      0.3229933E-04  0.8664553E-06   1222297.       671059.6       6.036800       7.944806       4.473001       2483.061     -0.1077297E+08   1227.218       151.1341    
  3356.901      0.3210730E-04  0.8621763E-06   1227698.       672537.2       6.047508       7.955186       4.475988       2482.101     -0.1074470E+08   1226.745       151.0035    
  3359.789      0.3191795E-04  0.8579538E-06   1233084.       674010.2       6.058155       7.965510       4.478960       2481.148     -0.1071645E+08   1226.279       150.8737    
  3362.666      0.3173121E-04  0.8537866E-06   1238457.       675478.5       6.068742       7.975781       4.481918       2480.201     -0.1068821E+08   1225.820       150.7446    
  3365.531      0.3154701E-04  0.8496732E-06   1243817.       676942.4       6.079270       7.985998       4.484862       2479.260     -0.1065999E+08   1225.368       150.6163    
  3368.385      0.3136529E-04  0.8456124E-06   1249163.       678401.8       6.089740       7.996163       4.487791       2478.326     -0.1063179E+08   1224.922       150.4887    
  3371.228      0.3118600E-04  0.8416031E-06   1254497.       679856.8       6.100153       8.006277       4.490707       2477.398     -0.1060359E+08   1224.482       150.3618    
  3374.059      0.3100908E-04  0.8376440E-06   1259818.       681307.4       6.110511       8.016339       4.493608       2476.476     -0.1057542E+08   1224.048       150.2356    
  3376.880      0.3083448E-04  0.8337341E-06   1265126.       682753.7       6.120813       8.026351       4.496496       2475.560     -0.1054726E+08   1223.621       150.1101    
  3379.690      0.3066214E-04  0.8298721E-06   1270422.       684195.8       6.131061       8.036315       4.499370       2474.650     -0.1051912E+08   1223.199       149.9853    
  3382.490      0.3049202E-04  0.8260572E-06   1275707.       685633.6       6.141255       8.046229       4.502231       2473.745     -0.1049099E+08   1222.783       149.8611    
  3385.279      0.3032406E-04  0.8222881E-06   1280979.       687067.3       6.151397       8.056096       4.505079       2472.847     -0.1046287E+08   1222.373       149.7377    
  3388.057      0.3015822E-04  0.8185641E-06   1286240.       688496.9       6.161488       8.065915       4.507914       2471.954     -0.1043477E+08   1221.968       149.6149    
  3390.825      0.2999445E-04  0.8148840E-06   1291489.       689922.3       6.171527       8.075688       4.510736       2471.066     -0.1040669E+08   1221.569       149.4927    
  3393.583      0.2983271E-04  0.8112470E-06   1296727.       691343.8       6.181516       8.085415       4.513545       2470.185     -0.1037862E+08   1221.175       149.3712    
  3396.331      0.2967296E-04  0.8076521E-06   1301954.       692761.3       6.191456       8.095096       4.516341       2469.308     -0.1035057E+08   1220.786       149.2504    
  3399.069      0.2951515E-04  0.8040986E-06   1307170.       694174.8       6.201347       8.104733       4.519125       2468.437     -0.1032253E+08   1220.402       149.1302    
  3401.798      0.2935925E-04  0.8005856E-06   1312376.       695584.4       6.211190       8.114326       4.521897       2467.572     -0.1029451E+08   1220.023       149.0106    
  3404.516      0.2920521E-04  0.7971122E-06   1317571.       696990.1       6.220986       8.123876       4.524656       2466.711     -0.1026650E+08   1219.649       148.8916    
  3407.225      0.2905300E-04  0.7936776E-06   1322755.       698392.0       6.230735       8.133382       4.527404       2465.856     -0.1023851E+08   1219.280       148.7732    
  3409.925      0.2890258E-04  0.7902812E-06   1327930.       699790.2       6.240439       8.142847       4.530139       2465.006     -0.1021053E+08   1218.915       148.6554    
  3420.804      0.2878860E-04  0.7780101E-06   1350370.       706502.6       6.282932       8.186130       4.544570       2460.231     -0.1018945E+08   1219.038       148.1827    
  3423.461      0.2864571E-04  0.7748084E-06   1355445.       707892.9       6.292284       8.195310       4.547274       2459.392     -0.1016157E+08   1218.688       148.0676    
  3426.109      0.2850442E-04  0.7716403E-06   1360511.       709279.6       6.301595       8.204451       4.549966       2458.557     -0.1013371E+08   1218.343       147.9532    
  3428.748      0.2836471E-04  0.7685053E-06   1365568.       710662.7       6.310864       8.213554       4.552647       2457.728     -0.1010586E+08   1218.002       147.8393    
  3431.379      0.2822653E-04  0.7654028E-06   1370615.       712042.3       6.320093       8.222618       4.555317       2456.903     -0.1007802E+08   1217.665       147.7260    
  3434.001      0.2808987E-04  0.7623323E-06   1375654.       713418.4       6.329282       8.231646       4.557975       2456.083     -0.1005020E+08   1217.331       147.6132    
  3436.615      0.2795470E-04  0.7592930E-06   1380684.       714790.9       6.338431       8.240636       4.560622       2455.267     -0.1002240E+08   1217.002       147.5009    
  3439.220      0.2782098E-04  0.7562844E-06   1385706.       716160.0       6.347541       8.249589       4.563259       2454.456      -9994610.       1216.676       147.3892    
  3441.817      0.2768869E-04  0.7533061E-06   1390719.       717525.7       6.356613       8.258506       4.565884       2453.649      -9966836.       1216.354       147.2780    
  3444.405      0.2755781E-04  0.7503575E-06   1395723.       718888.1       6.365646       8.267387       4.568499       2452.847      -9939076.       1216.036       147.1673    
  3446.986      0.2742831E-04  0.7474380E-06   1400719.       720247.0       6.374642       8.276233       4.571103       2452.049      -9911331.       1215.721       147.0571    
  3449.558      0.2730017E-04  0.7445471E-06   1405707.       721602.6       6.383601       8.285044       4.573696       2451.255      -9883601.       1215.410       146.9475    
  3452.122      0.2717336E-04  0.7416845E-06   1410687.       722955.0       6.392523       8.293821       4.576279       2450.466      -9855885.       1215.103       146.8383    
  3454.679      0.2704786E-04  0.7388495E-06   1415659.       724304.0       6.401409       8.302563       4.578852       2449.681      -9828185.       1214.799       146.7296    
  3457.227      0.2692364E-04  0.7360418E-06   1420624.       725649.8       6.410259       8.311271       4.581414       2448.900      -9800499.       1214.498       146.6215    
  3459.768      0.2680070E-04  0.7332608E-06   1425580.       726992.4       6.419073       8.319946       4.583967       2448.123      -9772827.       1214.200       146.5138    
  3462.301      0.2667899E-04  0.7305061E-06   1430529.       728331.8       6.427852       8.328587       4.586509       2447.351      -9745170.       1213.906       146.4066    
  3464.827      0.2655851E-04  0.7277773E-06   1435470.       729668.1       6.436597       8.337196       4.589041       2446.582      -9717528.       1213.614       146.2999    
  3467.345      0.2643923E-04  0.7250740E-06   1440404.       731001.2       6.445308       8.345773       4.591563       2445.818      -9689900.       1213.326       146.1937    
  3471.435      0.2633897E-04  0.7212351E-06   1447981.       733291.8       6.458430       8.359193       4.596041       2444.655      -9662911.       1213.134       146.0214    
  3473.935      0.2622251E-04  0.7185964E-06   1452888.       734618.7       6.467035       8.367675       4.598542       2443.898      -9635325.       1212.853       145.9163    
  3476.428      0.2610719E-04  0.7159817E-06   1457787.       735942.5       6.475607       8.376127       4.601033       2443.145      -9607755.       1212.574       145.8117    
  3478.913      0.2599298E-04  0.7133907E-06   1462680.       737263.3       6.484147       8.384547       4.603515       2442.396      -9580198.       1212.299       145.7075    
  3481.391      0.2587988E-04  0.7108229E-06   1467565.       738581.2       6.492655       8.392937       4.605987       2441.651      -9552657.       1212.026       145.6038    
  3483.862      0.2576785E-04  0.7082781E-06   1472444.       739896.0       6.501130       8.401296       4.608450       2440.909      -9525129.       1211.756       145.5005    
  3486.326      0.2565689E-04  0.7057558E-06   1477316.       741207.9       6.509575       8.409626       4.610903       2440.171      -9497616.       1211.489       145.3977    
  3488.783      0.2554698E-04  0.7032557E-06   1482181.       742516.9       6.517989       8.417926       4.613347       2439.437      -9470117.       1211.224       145.2953    
  3491.233      0.2543810E-04  0.7007776E-06   1487039.       743823.0       6.526371       8.426197       4.615783       2438.707      -9442633.       1210.963       145.1933    
  3493.677      0.2533024E-04  0.6983209E-06   1491891.       745126.1       6.534724       8.434438       4.618209       2437.980      -9415163.       1210.703       145.0918    
  3496.113      0.2522337E-04  0.6958855E-06   1496737.       746426.5       6.543046       8.442651       4.620626       2437.257      -9387707.       1210.447       144.9907    
  3498.542      0.2511749E-04  0.6934710E-06   1501576.       747723.9       6.551339       8.450836       4.623034       2436.537      -9360265.       1210.193       144.8900    
  3500.965      0.2501258E-04  0.6910772E-06   1506408.       749018.6       6.559602       8.458992       4.625433       2435.821      -9332838.       1209.941       144.7897    
  3503.381      0.2490863E-04  0.6887036E-06   1511235.       750310.5       6.567836       8.467121       4.627824       2435.108      -9305425.       1209.692       144.6899    
  3514.379      0.2679658E-04  0.6819226E-06   1534299.       771180.2       6.607402       8.539078       4.684397       2430.694      -9283891.       1216.104       144.2371    
